Team_id,Team,Season,PP%,PK%,S%,SV%,GF/60,GA/60,SF/60,SA/60,FF/60,FA/60,CF/60,CA/60,xGF/60,xGA/60,Playoffs,PTS/82
182,Anaheim Ducks*,12-13,21.48,81.48,9.9,0.914,2.23,1.88,26.66,26.73,37.27,39.55,50.98,55,2.15,2.18,1,112.75
183,Boston Bruins*,12-13,14.75,87.12,8.2,0.923,2.37,1.91,33.18,27.63,46.25,37.77,63.07,50.64,2.45,2.12,1,105.9166667
184,Buffalo Sabres,12-13,14.11,79.21,8.8,0.913,2.11,2.32,26.8,32.44,36.03,44.93,48.08,59.56,1.93,2.48,0,82
185,Calgary Flames,12-13,20,81.46,9.9,0.889,2.14,3.07,26.54,29.77,36.93,41.99,49.77,56.96,2.22,2.39,0,71.75
186,Carolina Hurricanes,12-13,14.55,77.64,8.2,0.897,2.31,2.84,31.65,31.81,44.65,44.96,60.72,59.31,2.61,2.87,0,71.75
187,Chicago Blackhawks*,12-13,16.67,87.23,10,0.923,2.85,1.74,31.77,24.8,42.49,32.89,57,45.32,2.41,2,1,131.5416667
188,Colorado Avalanche,12-13,15,80.33,8.1,0.901,2.12,2.64,28.84,30.77,39.25,43.06,52.86,59.29,2.14,2.39,0,66.625
189,Columbus Blue Jackets,12-13,14.19,82.64,9,0.92,2.16,2.04,25.5,29.71,34.39,40.09,48.02,53.17,1.78,2.09,0,93.95833333
190,Dallas Stars,12-13,16.96,81.01,10.2,0.905,2.49,2.48,26.03,30.06,37.79,42.57,53.23,56.06,2.2,2.55,0,82
191,Detroit Red Wings*,12-13,18.38,81.71,8.4,0.917,2.02,1.8,29.77,26.71,41.84,35.71,55.55,47.05,2.28,2.03,1,95.66666667
192,Edmonton Oilers,12-13,20.12,83.43,9.6,0.917,2.09,2.48,26.32,32.56,36.7,45.3,48.55,61.09,2.13,2.68,0,76.875
193,Florida Panthers,12-13,20.42,74.17,7.8,0.887,1.62,3.08,27.5,31.64,37.92,43.05,50.34,56.42,1.98,2.41,0,61.5
194,Los Angeles Kings*,12-13,19.88,83.23,9.2,0.905,2.25,2.03,30.21,24.07,43.64,33.94,57.88,43.71,2.38,1.87,1,100.7916667
195,Minnesota Wild*,12-13,17.88,80.74,8.5,0.904,2.09,2.38,27.24,27.01,37.13,38.04,49.99,51.02,2.1,1.93,1,93.95833333
196,Montreal Canadiens*,12-13,20.69,79.77,9.9,0.904,2.62,2.2,30.08,26.6,42.32,36.32,58.71,50.92,2.3,1.89,1,107.625
197,Nashville Predators,12-13,17.14,75.54,8.8,0.9,1.93,2.17,24.69,27.74,33.98,39.12,45.37,53.88,1.97,1.98,0,70.04166667
198,New Jersey Devils,12-13,15.91,81.07,8.1,0.89,1.64,1.98,26.43,22.94,37.66,30.73,50.31,40.75,2.15,1.77,0,82
199,New York Islanders*,12-13,19.87,80.28,9.1,0.899,2.36,2.48,30.29,27.12,40.99,39.27,56.03,55.24,2.63,2.42,1,93.95833333
200,New York Rangers*,12-13,15.69,81.08,8.5,0.92,2.33,1.71,31.23,26.93,43.14,38.08,57.98,54.38,2.61,2.31,1,95.66666667
201,Ottawa Senators*,12-13,15.92,88.02,7,0.933,1.91,1.92,32.74,30.07,45.19,40.77,61.92,53.59,2.39,2.14,1,95.66666667
202,Philadelphia Flyers,12-13,21.64,85.87,9.5,0.899,2.28,2.62,28.34,28.91,39.19,41.96,53.58,58.12,2.15,2.35,0,83.70833333
203,Phoenix Coyotes,12-13,14.79,79.88,8.2,0.915,2.22,2.18,31.03,30.2,43.64,42.2,57.62,55.93,2.28,2.35,0,87.125
204,Pittsburgh Penguins*,12-13,24.71,79.64,11.3,0.915,2.88,1.89,30.03,28.79,41.29,39.78,55.46,54.87,2.29,2.08,1,123
205,San Jose Sharks*,12-13,20.12,85.03,7.6,0.919,1.92,2.02,30.05,27.9,42.98,39.61,58.72,55.79,2.43,2.1,1,97.375
206,St. Louis Blues*,12-13,19.46,84.67,9.3,0.902,2.26,2.04,27.52,24.06,38.34,34.03,51.6,47.48,2,1.96,1,102.5
207,Tampa Bay Lightning,12-13,19.02,80.65,11.1,0.899,2.73,2.61,27.29,30.54,37.59,43.26,49.66,57.27,2.06,2.2,0,68.33333333
208,Toronto Maple Leafs*,12-13,18.67,87.9,11.5,0.917,2.75,2.46,26.4,32.38,37.69,46.17,51.99,63.3,2.03,2.4,1,97.375
209,Vancouver Canucks*,12-13,15.76,84.02,9,0.917,2.22,2.08,27.97,28.28,39.21,37.66,53.6,49.09,2.18,2.18,1,100.7916667
210,Washington Capitals*,12-13,26.83,77.91,10.8,0.916,2.4,2.21,27.92,31,39.06,41.11,53.98,56.48,2.22,2.28,1,97.375
211,Winnipeg Jets,12-13,13.79,79.71,9.1,0.901,2.44,2.53,28.35,29.53,41.14,42.13,56.29,57.45,2.4,2.46,0,87.125
212,Anaheim Ducks,11-12,16.61,81.98,8.8,0.905,2.11,2.4,26.29,28.69,37.99,40.9,50.72,54.78,2.13,2.35,0,80
213,Boston Bruins*,11-12,17.2,83.46,9.8,0.918,2.91,2.16,32.43,28.61,44.72,38.29,60.68,50.87,2.34,1.99,1,102
214,Buffalo Sabres,11-12,17.05,81.71,8.8,0.913,2.27,2.23,28.28,30.04,38.76,41.78,52.4,54.48,2.11,2.28,0,89
215,Calgary Flames,11-12,17.69,84.33,8.8,0.914,2.06,2.22,26.75,30.09,36.84,42.01,50.31,55.5,2.14,2.19,0,90
216,Carolina Hurricanes,11-12,16.67,80.56,8.5,0.911,2.09,2.51,29.11,31.77,41.12,44.55,56.01,59.55,2.41,2.71,0,82
217,Chicago Blackhawks*,11-12,15.16,78.11,9.3,0.901,2.48,2.49,30.94,27.78,42.27,37.8,56.42,50.24,2.41,2.2,1,101
218,Colorado Avalanche,11-12,18.39,83.03,7.7,0.91,2.12,2.19,30.56,29.5,41.39,41.15,56.24,54.25,2.22,2.22,0,88
219,Columbus Blue Jackets,11-12,15.46,76.64,8.1,0.899,1.98,2.59,27.59,31.22,37.04,41.4,48.49,54.77,2.01,2.12,0,65
220,Dallas Stars,11-12,13.52,82.84,8.8,0.914,2.23,2.29,28.62,29.7,40.67,41.56,54.77,56.69,2.05,2.21,0,89
221,Detroit Red Wings*,11-12,16.11,81.75,9.1,0.91,2.71,1.9,32.03,26.17,43.6,35.64,57.15,46.57,2.4,2.01,1,102
222,Edmonton Oilers,11-12,20.61,82.43,9.5,0.908,2.12,2.38,26.65,30.18,37.6,41.6,50.21,56.94,2.26,2.64,0,74
223,Florida Panthers*,11-12,18.53,79.5,8.1,0.914,1.82,2.22,28.17,30.03,38.85,40.25,51.5,53.3,1.93,2.18,1,94
224,Los Angeles Kings*,11-12,16.96,87.03,7.5,0.924,1.82,1.87,30.85,26.03,44.29,38.05,60.03,49.23,2.29,2.06,1,95
225,Minnesota Wild,11-12,15.12,82.11,7.6,0.916,1.56,2.24,25.16,30.76,34.86,44.08,46.91,60.85,1.95,2.2,0,81
226,Montreal Canadiens,11-12,14.29,88.57,8.8,0.912,2.19,2.32,27.26,29.61,37.73,41.12,52.79,57.24,2.05,2.23,0,78
227,Nashville Predators*,11-12,21.6,83.61,10.3,0.919,2.31,2.24,27.32,29.99,37.13,41.3,49.06,55.55,2.12,2.13,1,104
228,New Jersey Devils*,11-12,17.23,89.58,9.6,0.907,2.11,2.19,26.25,25.81,35.2,34.15,46.26,44.74,2.09,1.9,1,102
229,New York Islanders,11-12,18.52,80.51,8.1,0.898,1.9,2.62,28.38,29.41,38.65,41.12,51.87,58.05,2.44,2.55,0,79
230,New York Rangers*,11-12,15.71,86.15,9.5,0.92,2.36,1.95,27.96,27.22,38.22,38.15,50.47,53.79,2.58,2.39,1,109
231,Ottawa Senators*,11-12,18.15,81.61,9.4,0.91,2.45,2.46,30.88,30.93,43.01,42.37,59.09,55.44,2.31,2.47,1,92
232,Philadelphia Flyers*,11-12,19.7,81.82,9.8,0.903,2.75,2.25,31.14,28.46,42.55,40.18,57.64,54.89,2.64,2.39,1,103
233,Phoenix Coyotes*,11-12,13.55,85.54,8.6,0.925,2.36,2.11,29.82,30.52,41.96,43.02,55.99,55.77,2.32,2.42,1,97
234,Pittsburgh Penguins*,11-12,19.72,87.78,9.8,0.903,2.9,2.43,33.23,26.63,45.7,37.01,61.09,49.59,2.53,2.16,1,108
235,San Jose Sharks*,11-12,21.11,76.89,7.9,0.912,2.11,2.01,32.14,28.07,44.25,39.03,59.33,55.05,2.41,2.06,1,96
236,St. Louis Blues*,11-12,16.73,85.82,8.2,0.929,2.07,1.53,30.7,25.7,43.43,35.69,57.32,48.4,2.43,1.97,1,109
237,Tampa Bay Lightning,11-12,15.24,79.23,10.4,0.889,2.63,2.85,26.36,29.68,36.44,41.49,49.25,57.19,2.09,2.31,0,84
238,Toronto Maple Leafs,11-12,18.35,77.27,9.8,0.898,2.42,2.72,27.4,30.35,39.28,43.38,54.91,58.2,2.27,2.47,0,80
239,Vancouver Canucks*,11-12,19.79,86.01,9.3,0.924,2.47,2.05,30.71,29.45,42.43,38.51,58.31,50.15,2.19,2.29,1,111
240,Washington Capitals*,11-12,16.73,81.58,9.5,0.909,2.34,2.26,27.38,29.1,38.24,40.32,52.2,55.83,2.06,2.09,1,92
241,Winnipeg Jets,11-12,17.93,80.14,8.9,0.902,2.43,2.37,30.13,28.81,42.75,40.8,55.9,55,2.48,2.43,0,84
242,Anaheim Ducks*,11-12,23.51,81.31,10.1,0.912,2.2,2.4,26.55,30.94,36.88,44.55,47.35,58.69,2.11,2.52,1,99
243,Atlanta Thrashers,11-12,18.34,77.54,8.4,0.901,2.2,2.5,30.41,31.38,41.65,42.12,55.01,58.16,2.33,2.56,0,80
244,Boston Bruins*,11-12,16.17,82.64,9.1,0.93,2.63,1.89,32.61,31.83,44.09,42.86,60.18,56.92,2.36,2.33,1,103
245,Buffalo Sabres*,11-12,19.35,83,8.9,0.909,2.61,2.32,32.37,29.71,42.8,41.35,56.43,55.24,2.37,2.27,1,96
246,Calgary Flames,11-12,19.5,81.21,9.6,0.902,2.45,2.31,29.57,27.31,41.73,37.99,55.91,52.6,2.24,1.91,0,94
247,Carolina Hurricanes,11-12,15.9,81.25,9.2,0.914,2.43,2.55,29.83,33.37,42.41,47.5,58.92,62.4,2.57,2.79,0,91
248,Chicago Blackhawks*,11-12,23.1,79.22,9.6,0.907,2.5,2.22,31.94,26.97,43.03,36.43,57.17,49.25,2.37,2.16,1,97
249,Colorado Avalanche,11-12,18.49,76.11,9.2,0.89,2.27,2.73,27.9,31.55,38.04,43.9,49.83,58.53,2.25,2.36,0,68
250,Columbus Blue Jackets,11-12,13.95,80.25,8.4,0.898,2.23,2.54,29.18,29.14,40.22,39.83,53.39,53.26,2.26,2.23,0,81
251,Dallas Stars,11-12,17.97,80.14,9.8,0.91,2.26,2.16,25.81,29.64,37.78,41.38,50.82,55.46,2.02,2.21,0,95
252,Detroit Red Wings*,11-12,22.26,82.33,9.3,0.906,2.63,2.53,32.68,30.2,45.93,41.07,59.42,52.06,2.42,2.27,1,104
253,Edmonton Oilers,11-12,14.47,76.95,8.7,0.9,1.99,2.65,25.66,31.07,35.58,43.89,49.01,59.19,2.15,2.78,0,62
254,Florida Panthers,11-12,13.11,84.64,7.7,0.915,2.14,2.43,29.77,30.77,41.25,42.15,55.17,55.72,2.3,2.2,0,72
255,Los Angeles Kings*,11-12,16.15,85.51,8.8,0.914,2.28,2.12,28.11,27.17,40.96,38.62,55.64,51.12,2.19,2.03,1,98
256,Minnesota Wild,11-12,18.15,82.85,9.5,0.913,1.98,2.35,24.99,31.19,35.28,43.64,46.93,57.42,1.83,2.26,0,86
257,Montreal Canadiens*,11-12,19.66,84.4,8.2,0.919,2.2,2.1,31.48,29.55,43.9,40.37,59.42,55.59,2.34,2.36,1,96
258,Nashville Predators*,11-12,15.24,84.93,9,0.924,2.33,2.04,28.74,29.97,38.89,40.52,51.9,52.11,2.24,2.2,1,99
259,New Jersey Devils,11-12,14.35,83.4,7.3,0.904,1.81,2.21,27.76,25.93,37.48,34.79,48.77,45.39,2.01,1.89,0,81
260,New York Islanders,11-12,17.22,83.23,9.3,0.902,2.24,2.83,27.74,31.77,38.44,45.28,52.37,62.8,2.43,2.88,0,73
261,New York Rangers*,11-12,16.9,83.66,9.1,0.919,2.31,2.12,28.84,29.15,40.09,39.92,53.27,55.58,2.87,2.52,1,93
262,Ottawa Senators,11-12,17.51,83.73,8,0.904,1.91,2.77,28.74,30.04,39.3,41.33,52.68,54.77,2.18,2.37,0,74
263,Philadelphia Flyers*,11-12,16.61,82.75,9.8,0.913,2.78,2.24,32.04,29.73,43.3,41.75,58.13,57.27,2.66,2.5,1,106
264,Phoenix Coyotes*,11-12,15.92,78.38,9.1,0.918,2.36,2.15,30.19,30.68,42.73,43.6,56.75,55.92,2.27,2.42,1,99
265,Pittsburgh Penguins*,11-12,15.76,86.11,8.8,0.917,2.34,2.01,31.57,27.86,43.32,38.27,59,51.05,2.25,2.1,1,106
266,San Jose Sharks*,11-12,23.45,79.49,8.6,0.912,2.4,2.01,32.33,27.59,45.14,38.03,60.64,51.39,2.68,2.08,1,105
267,St. Louis Blues,11-12,18.64,81.72,9.5,0.9,2.5,2.49,29.76,27.24,42.26,38.24,56.26,51.44,2.31,2.23,0,87
268,Tampa Bay Lightning*,11-12,20.54,83.77,9.3,0.901,2.43,2.41,31.42,27.47,43.3,38.18,57.54,52.85,2.44,1.98,1,103
269,Toronto Maple Leafs,11-12,15.95,77.45,9,0.904,2.32,2.47,27.62,31.39,39.33,45.08,55.26,62.05,2.11,2.39,0,85
270,Vancouver Canucks*,11-12,24.32,85.58,9.8,0.927,2.53,1.96,31.58,28.65,44.01,38.85,59.2,51.58,2.37,2.33,1,117
271,Washington Capitals*,11-12,17.49,85.62,8.5,0.92,2.27,2.05,29.77,27.98,41.15,39.2,57.16,54.24,2.33,2.17,1,107
272,Anaheim Ducks,09-10,21,79.26,9.4,0.911,2.3,2.26,28.7,31.78,39.68,44.63,50.87,55.74,2.22,2.55,0,89
273,Atlanta Thrashers,09-10,16.14,82.19,9.5,0.908,2.52,2.79,28.67,32.65,38.61,43.21,51.7,56.43,2.29,2.67,0,83
274,Boston Bruins*,09-10,16.6,86.4,7.5,0.922,2.03,2.12,30.89,28.49,42.15,37.94,56.13,49.97,2.18,2.01,1,91
275,Buffalo Sabres*,09-10,17.57,86.62,8.9,0.922,2.45,2.31,31.5,30.48,42.33,41.76,55.22,53.84,2.29,2.34,1,100
276,Calgary Flames,09-10,16.04,82.3,8.6,0.914,2.13,2.12,28.3,27.58,40.69,38.65,55.51,50.74,2.06,2,0,90
277,Carolina Hurricanes,09-10,17.02,80.63,9.4,0.902,2.3,2.52,28.35,30.8,40.02,44.21,54.83,58.15,2.4,2.78,0,80
278,Chicago Blackhawks*,09-10,17.69,84.96,9.4,0.901,2.86,2.24,34.11,23.54,46.07,31.84,60.43,43.68,2.63,1.92,1,112
279,Colorado Avalanche*,09-10,18.06,80.2,10.4,0.913,2.41,2.29,27,30.92,36.37,42.32,46.9,57.22,2.15,2.29,1,95
280,Columbus Blue Jackets,09-10,18.18,81.74,9.2,0.901,2.11,2.66,27.33,29.65,35.82,40.42,46.62,52.41,1.95,2.17,0,79
281,Dallas Stars,09-10,18.6,77.43,9.1,0.905,2.24,2.4,28.66,30.44,39.61,43.28,52.05,56.93,2.11,2.21,0,88
282,Detroit Red Wings*,09-10,19.22,83.9,8.1,0.914,2.17,2.35,31.82,28.89,44.42,39.09,58.19,49.73,2.37,2.16,1,102
283,Edmonton Oilers,09-10,17.28,78.03,8.9,0.898,2.16,2.93,27.52,32.88,38.07,46.99,49.8,63.03,2.2,2.65,0,62
284,Florida Panthers,09-10,14.24,79.37,8.7,0.916,2.14,2.27,27.34,33.59,38.03,45.43,49.81,62.26,2.08,2.48,0,77
285,Los Angeles Kings*,09-10,20.85,80.26,9.7,0.907,2.24,2.09,27.85,26.29,39.79,38.15,51.48,50.12,2.19,2.04,1,101
286,Minnesota Wild,09-10,19.09,82.68,9.4,0.901,2.15,2.43,26.09,29.25,37.05,40.55,48.73,54.17,2,1.99,0,84
287,Montreal Canadiens*,09-10,21.84,82.96,9,0.917,2.08,2.16,27.01,30.95,38.07,43.09,52.58,59.19,2.09,2.37,1,88
288,Nashville Predators*,09-10,16.43,77.13,8.7,0.908,2.3,2.18,29.63,28.69,41.77,39.2,54.7,51.39,2.27,2.24,1,100
289,New Jersey Devils*,09-10,18.75,82.92,8.8,0.916,2.13,1.96,28.99,26.82,38.91,35.73,50.1,47.62,2.14,2.01,1,103
290,New York Islanders,09-10,16.01,76.33,8.6,0.901,2.3,2.65,29.37,31.27,40.4,43.29,54.21,60.45,2.53,2.64,0,79
291,New York Rangers,09-10,18.27,84.28,9,0.913,2.29,2.25,29.18,29.52,40.71,40.96,55.09,54.79,2.64,2.75,0,87
292,Ottawa Senators*,09-10,16.9,84.28,9,0.9,2.27,2.57,29.09,26.77,40.12,37.08,54.15,51.06,2.38,2.14,1,94
293,Philadelphia Flyers*,09-10,21.38,82.93,9,0.905,2.33,2.32,30.9,28.74,43,39.6,57.39,54.45,2.69,2.37,1,88
294,Phoenix Coyotes*,09-10,14.65,84.54,8.4,0.919,2.32,2,30.52,28,42.57,39.77,55.75,51.1,2.24,2.11,1,107
295,Pittsburgh Penguins*,09-10,17.18,84.1,9.3,0.9,2.74,2.52,32.2,27.91,44.77,39.9,59.05,53.89,2.54,2.23,1,101
296,San Jose Sharks*,09-10,21.04,84.88,9.9,0.919,2.63,2.2,30.35,30.01,42.85,41.57,57.38,53.88,2.53,2.36,1,113
297,St. Louis Blues,09-10,17.21,86.84,8.9,0.912,2.36,2.36,29.36,29.04,41.12,40.59,53.94,52.33,2.3,2.4,0,90
298,Tampa Bay Lightning,09-10,19.33,80.06,9,0.902,2.17,2.61,27.48,30.53,37.72,42.09,49.2,55.61,2.19,2.38,0,80
299,Toronto Maple Leafs,09-10,13.97,74.65,7.9,0.892,2.34,2.58,31.62,29.33,44.83,41.62,61.2,57.13,2.55,2.29,0,74
300,Vancouver Canucks*,09-10,21.05,81.56,10.6,0.91,2.75,2.18,30.05,28.6,41.7,39.31,54.92,50.64,2.32,2.25,1,103
301,Washington Capitals*,09-10,25.24,78.8,11.6,0.91,3.24,2.17,32.34,29.33,44.63,40.43,62.74,53.66,2.59,2.37,1,121
302,Anaheim Ducks*,09-10,23.62,79.74,9.6,0.906,2.39,2.15,28.55,28.31,40.18,39.3,50.57,48.34,2.23,2.14,1,91
303,Atlanta Thrashers,09-10,19.33,75.96,10.8,0.896,2.44,2.71,26.82,32.3,36.9,43.37,47.84,56.74,2.28,2.66,0,76
304,Boston Bruins*,09-10,23.64,82.35,10.9,0.925,2.64,1.81,29.68,29.18,40.86,38.73,54.33,50.8,2.32,2.21,1,116
305,Buffalo Sabres,09-10,20.95,81.85,9.7,0.911,2.43,2.39,30.47,30.14,40.73,41.03,52.96,53.84,2.13,2.06,0,91
306,Calgary Flames*,09-10,17.04,83.38,9.5,0.899,2.71,2.55,32.44,28.18,45.23,39.07,60.5,48.09,2.49,2.17,1,98
307,Carolina Hurricanes*,09-10,18.72,80.4,8.8,0.909,2.32,2.19,32.24,28.85,45.25,40.97,60.22,55.21,2.52,2.4,1,97
308,Chicago Blackhawks*,09-10,19.28,80.61,9.7,0.911,2.55,2.03,32.67,26.85,43.43,34.74,54.9,43.28,2.4,2.03,1,104
309,Colorado Avalanche,09-10,15.72,79.87,8.1,0.894,1.98,2.63,27.47,28.9,37.08,41.55,48.67,57.68,1.97,2.07,0,69
310,Columbus Blue Jackets*,09-10,12.73,82.08,9.3,0.902,2.5,2.18,28.4,26.19,38.4,35.46,50.19,46.97,2.06,1.91,1,92
311,Dallas Stars,09-10,15.38,78.59,9.5,0.891,2.45,2.56,27.65,28,39.59,39.04,50.62,51,2.05,2.13,0,83
312,Detroit Red Wings*,09-10,25.5,78.29,9.7,0.894,2.78,2.36,34.91,26.5,47.01,35.8,60.84,43.87,2.28,1.98,1,112
313,Edmonton Oilers,09-10,16.95,77.51,9.9,0.909,2.4,2.36,27.5,31.43,38.28,43.69,51.13,57.49,2.26,2.46,0,85
314,Florida Panthers,09-10,16.56,82.64,9.6,0.922,2.43,2.31,28.76,34.21,39.38,46.32,52.09,59.06,2.26,2.46,0,93
315,Los Angeles Kings,09-10,19.17,82.83,8.5,0.902,1.89,2.26,27.86,27.8,40.51,39.51,53.06,51.9,2.22,2.1,0,79
316,Minnesota Wild,09-10,20.12,87.63,9.5,0.922,1.97,2.25,26.11,29.67,36.71,40.89,48.2,53.81,1.78,1.98,0,89
317,Montreal Canadiens*,09-10,19.25,82.43,9.8,0.908,2.42,2.44,28.82,31.6,39.3,43.39,54.15,58.96,2.32,2.52,1,93
318,Nashville Predators,09-10,15.72,82.54,8.7,0.905,2.15,2.26,28.22,29.6,39.06,41.01,50.45,52.7,2.13,2.37,0,88
319,New Jersey Devils*,09-10,18.89,79.94,8.8,0.914,2.37,1.91,31.68,28.28,42.6,37.66,55.62,49.13,2.3,2,1,106
320,New York Islanders,09-10,16.88,79.78,8.3,0.9,1.93,2.8,28.14,33.09,37.91,46.31,52.6,64.09,2.22,2.65,0,61
321,New York Rangers*,09-10,13.87,87.84,7.5,0.913,2.07,2.34,32,28.99,44.43,40.05,58.73,51.98,2.72,2.69,1,95
322,Ottawa Senators,09-10,19.47,81.5,8.9,0.901,2.06,2.29,27.88,28.16,37.91,38.74,50.59,52.52,2.09,2.14,0,83
323,Philadelphia Flyers*,09-10,22.47,82.95,10.7,0.913,2.47,2.54,29.81,31.59,40.59,43.34,53.84,58.71,2.37,2.49,1,99
324,Phoenix Coyotes,09-10,14.66,76.79,8.9,0.904,2.08,2.55,26.5,31.64,36.51,44.46,48.42,59.32,1.91,2.31,0,79
325,Pittsburgh Penguins*,09-10,17.22,82.71,10.8,0.906,2.79,2.36,28.13,29.23,38.99,40.39,51.93,55.88,2.19,2.14,1,99
326,San Jose Sharks*,09-10,24.17,83.22,9.2,0.911,2.15,2.01,31.68,25.7,43.18,35.19,56.49,46.64,2.43,2.03,1,117
327,St. Louis Blues*,09-10,20.51,83.75,10,0.903,2.18,2.35,26.92,27.85,38.07,39.37,48.35,52.21,2.09,2.11,1,92
328,Tampa Bay Lightning,09-10,17.78,78.02,8.9,0.9,2.09,2.52,27.4,31.62,37.23,42.58,48.81,55.88,2.04,2.22,0,66
329,Toronto Maple Leafs,09-10,18.79,74.68,9.4,0.885,2.58,2.87,29.91,29.85,42.57,43.49,56.84,58.78,2.31,2.43,0,81
330,Vancouver Canucks*,09-10,18.77,81.4,10.4,0.911,2.49,1.97,27.49,28.36,38.24,39.5,50.42,51.09,2.23,2.25,1,100
331,Washington Capitals*,09-10,25.22,80.62,9.8,0.901,2.51,2.26,33.2,27.33,46.19,37.42,63.25,50.5,2.69,2.18,1,108
332,Anaheim Ducks*,08-09,16.62,83.09,8.8,0.92,1.9,1.61,26.2,26.07,36.56,35.45,46.41,43.92,1.91,2,1,102
333,Atlanta Thrashers,08-09,16.46,78.81,9.8,0.904,1.95,2.72,24.07,33.81,32.02,44.76,41.82,58.08,1.85,2.44,0,76
334,Boston Bruins*,08-09,17.55,78.61,8.8,0.914,2.01,1.96,28.37,28.7,39.31,38.32,51.6,48.72,1.97,2.09,1,94
335,Buffalo Sabres,08-09,18.03,83.18,10.1,0.9,2.61,2.51,29.03,28.21,38.57,38.65,49.85,51.53,2.12,2.1,0,90
336,Calgary Flames*,08-09,16.76,81.49,9.8,0.904,2.4,2.18,27.74,27.34,39.22,37.48,51.6,46.16,2.25,1.99,1,94
337,Carolina Hurricanes,08-09,18.81,78.87,9.4,0.896,2.51,2.43,32.14,28.39,43.86,40.01,58.29,53.47,2.51,2.38,0,92
338,Chicago Blackhawks,08-09,15.89,82.08,10.2,0.902,2.44,2.32,27.93,28.17,35.91,35.77,45.95,45.71,2.1,2.18,0,88
339,Colorado Avalanche*,08-09,14.63,81.4,9.5,0.903,2.45,2.18,27.88,27.08,36.77,37.76,46.9,51.01,2.24,2.01,1,95
340,Columbus Blue Jackets,08-09,14.89,83.33,8,0.907,1.91,2.15,28.5,26.38,38.23,34.64,49.24,45.2,2.02,1.75,0,80
341,Dallas Stars*,08-09,18.08,85.59,10.8,0.905,2.3,2.14,26.23,25.4,36.71,35.6,48.65,44.91,1.95,1.9,1,97
342,Detroit Red Wings*,08-09,20.72,84.03,8.9,0.907,2.4,1.72,33.34,22.66,46.11,31.12,58.17,39.3,2.33,1.78,1,115
343,Edmonton Oilers,08-09,16.57,84.7,10.2,0.904,2.31,2.61,26.24,30.53,36.86,43.1,48.37,57.08,2.15,2.37,0,88
344,Florida Panthers,08-09,19.17,82.35,8.3,0.92,2.14,2.2,30.01,32.76,40.66,44.14,52.54,55.24,2.08,2.33,0,85
345,Los Angeles Kings,08-09,17.44,77.99,9.6,0.9,2.21,2.84,26.54,32.42,36.98,46.01,48.21,59.32,2.15,2.64,0,71
346,Minnesota Wild*,08-09,18.93,85.15,9.9,0.915,2.25,2.24,25.64,29.25,36.71,40.18,48.54,51.12,1.75,1.93,1,98
347,Montreal Canadiens*,08-09,24.06,82.46,10.8,0.917,2.33,2.26,27.46,30.53,38.3,42.73,52.02,58.85,2.11,2.34,1,104
348,Nashville Predators*,08-09,14.8,85.37,9.4,0.908,2.44,2.45,29.34,30.14,40.22,39.89,51.69,50.39,2.36,2.24,1,91
349,New Jersey Devils*,08-09,15.63,82.8,8.4,0.914,2.06,1.89,27.42,25.89,38.03,35.03,49.89,45.19,2.1,1.92,1,99
350,New York Islanders,08-09,14.55,81.87,7.8,0.904,1.96,2.26,29.3,29.16,39.56,40.66,53.21,54.25,2.39,2.38,0,79
351,New York Rangers*,08-09,16.49,84.55,7.9,0.911,2.11,1.9,30.44,24.73,42.38,34.06,54.64,45.63,2.39,2.2,1,97
352,Ottawa Senators*,08-09,18.29,81.05,10.4,0.901,2.7,2.45,29.92,28.81,40.6,39.42,54.45,51.05,2.32,2.32,1,94
353,Philadelphia Flyers*,08-09,21.82,83.25,10.4,0.913,2.19,2.37,27.68,31.81,37.96,42.95,50.04,57.27,2.22,2.34,1,95
354,Phoenix Coyotes,08-09,18.58,80.72,8.4,0.911,1.95,2.14,30.1,30.76,40.72,42.86,51.98,54.99,2.1,2.34,0,83
355,Pittsburgh Penguins*,08-09,20.37,80.95,10.6,0.916,2.34,1.99,26.82,30.27,37.22,42.54,47.73,56.28,2.18,2.11,1,102
356,San Jose Sharks*,08-09,18.72,85.81,8.9,0.906,2.12,1.94,28.74,22.74,40.16,31.88,52.06,43.25,2.35,1.8,1,108
357,St. Louis Blues,08-09,14.07,84.4,9.4,0.897,2.23,2.36,26.52,26.91,36.39,38.56,45.58,50.38,1.95,2.17,0,79
358,Tampa Bay Lightning,08-09,19.26,82.05,9.4,0.885,2.16,2.75,27.65,27.45,37.89,37.99,49.78,51.07,2.03,2.06,0,71
359,Toronto Maple Leafs,08-09,17.78,78.13,9,0.893,2.45,2.51,30.07,28.14,42.37,40.12,55.51,52.95,2.3,2.32,0,83
360,Vancouver Canucks,08-09,17.07,82.61,9.2,0.913,2.07,2.08,25.86,27.84,36.5,39.44,47.1,51.45,1.93,2.11,0,88
361,Washington Capitals*,08-09,18.79,80.52,9.4,0.9,2.51,2.19,31.22,25.83,43.83,35.15,59.01,46.52,2.41,1.97,1,94
